id,name,height_cm,weight_kg,type_list,abilities,evolutions,page_url
0933,Naclstack,0.6 m (2′00″),105.0 kg (231.5 lbs),Rock,"[{'name': 'Purifying Salt', 'url': 'https://pokemondb.net/ability/purifying-salt'}, {'name': 'Sturdy', 'url': 'https://pokemondb.net/ability/sturdy'}, {'name': 'Clear Body', 'url': 'https://pokemondb.net/ability/clear-body'}]","[{'id': '', 'name': 'Nacli', 'url': 'https://pokemondb.net/pokedex/nacli'}, {'id': '', 'name': 'Naclstack', 'url': 'https://pokemondb.net/pokedex/naclstack'}, {'id': '', 'name': 'Garganacl', 'url': 'https://pokemondb.net/pokedex/garganacl'}]",https://pokemondb.net//pokedex/naclstack
0928,Smoliv,0.3 m (1′00″),6.5 kg (14.3 lbs),"Grass, Normal","[{'name': 'Early Bird', 'url': 'https://pokemondb.net/ability/early-bird'}, {'name': 'Harvest', 'url': 'https://pokemondb.net/ability/harvest'}]","[{'id': '', 'name': 'Smoliv', 'url': 'https://pokemondb.net/pokedex/smoliv'}, {'id': '', 'name': 'Dolliv', 'url': 'https://pokemondb.net/pokedex/dolliv'}, {'id': '', 'name': 'Arboliva', 'url': 'https://pokemondb.net/pokedex/arboliva'}]",https://pokemondb.net//pokedex/smoliv
0930,Arboliva,1.4 m (4′07″),48.2 kg (106.3 lbs),"Grass, Normal","[{'name': 'Seed Sower', 'url': 'https://pokemondb.net/ability/seed-sower'}, {'name': 'Harvest', 'url': 'https://pokemondb.net/ability/harvest'}]","[{'id': '', 'name': 'Smoliv', 'url': 'https://pokemondb.net/pokedex/smoliv'}, {'id': '', 'name': 'Dolliv', 'url': 'https://pokemondb.net/pokedex/dolliv'}, {'id': '', 'name': 'Arboliva', 'url': 'https://pokemondb.net/pokedex/arboliva'}]",https://pokemondb.net//pokedex/arboliva
0925,Maushold,0.3 m (1′00″),2.8 kg (6.2 lbs),"Normal, Normal","[{'name': 'Friend Guard', 'url': 'https://pokemondb.net/ability/friend-guard'}, {'name': 'Cheek Pouch', 'url': 'https://pokemondb.net/ability/cheek-pouch'}, {'name': 'Technician', 'url': 'https://pokemondb.net/ability/technician'}, {'name': 'Friend Guard', 'url': 'https://pokemondb.net/ability/friend-guard'}, {'name': 'Cheek Pouch', 'url': 'https://pokemondb.net/ability/cheek-pouch'}, {'name': 'Technician', 'url': 'https://pokemondb.net/ability/technician'}]","[{'id': '', 'name': 'Tandemaus', 'url': 'https://pokemondb.net/pokedex/tandemaus'}, {'id': '', 'name': 'Maushold', 'url': 'https://pokemondb.net/pokedex/maushold'}, {'id': '', 'name': 'Maushold', 'url': 'https://pokemondb.net/pokedex/maushold'}]",https://pokemondb.net//pokedex/maushold
0932,Nacli,0.4 m (1′04″),16.0 kg (35.3 lbs),Rock,"[{'name': 'Purifying Salt', 'url': 'https://pokemondb.net/ability/purifying-salt'}, {'name': 'Sturdy', 'url': 'https://pokemondb.net/ability/sturdy'}, {'name': 'Clear Body', 'url': 'https://pokemondb.net/ability/clear-body'}]","[{'id': '', 'name': 'Nacli', 'url': 'https://pokemondb.net/pokedex/nacli'}, {'id': '', 'name': 'Naclstack', 'url': 'https://pokemondb.net/pokedex/naclstack'}, {'id': '', 'name': 'Garganacl', 'url': 'https://pokemondb.net/pokedex/garganacl'}]",https://pokemondb.net//pokedex/nacli
0929,Dolliv,0.6 m (2′00″),11.9 kg (26.2 lbs),"Grass, Normal","[{'name': 'Early Bird', 'url': 'https://pokemondb.net/ability/early-bird'}, {'name': 'Harvest', 'url': 'https://pokemondb.net/ability/harvest'}]","[{'id': '', 'name': 'Smoliv', 'url': 'https://pokemondb.net/pokedex/smoliv'}, {'id': '', 'name': 'Dolliv', 'url': 'https://pokemondb.net/pokedex/dolliv'}, {'id': '', 'name': 'Arboliva', 'url': 'https://pokemondb.net/pokedex/arboliva'}]",https://pokemondb.net//pokedex/dolliv
0926,Fidough,0.3 m (1′00″),10.9 kg (24.0 lbs),Fairy,"[{'name': 'Own Tempo', 'url': 'https://pokemondb.net/ability/own-tempo'}, {'name': 'Klutz', 'url': 'https://pokemondb.net/ability/klutz'}]","[{'id': '', 'name': 'Fidough', 'url': 'https://pokemondb.net/pokedex/fidough'}, {'id': '', 'name': 'Dachsbun', 'url': 'https://pokemondb.net/pokedex/dachsbun'}]",https://pokemondb.net//pokedex/fidough
0931,Squawkabilly,0.6 m (2′00″),2.4 kg (5.3 lbs),"Normal, Flying, Normal, Flying, Normal, Flying, Normal, Flying","[{'name': 'Intimidate', 'url': 'https://pokemondb.net/ability/intimidate'}, {'name': 'Hustle', 'url': 'https://pokemondb.net/ability/hustle'}, {'name': 'Guts', 'url': 'https://pokemondb.net/ability/guts'}, {'name': 'Intimidate', 'url': 'https://pokemondb.net/ability/intimidate'}, {'name': 'Hustle', 'url': 'https://pokemondb.net/ability/hustle'}, {'name': 'Guts', 'url': 'https://pokemondb.net/ability/guts'}, {'name': 'Intimidate', 'url': 'https://pokemondb.net/ability/intimidate'}, {'name': 'Hustle', 'url': 'https://pokemondb.net/ability/hustle'}, {'name': 'Sheer Force', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'name': 'Intimidate', 'url': 'https://pokemondb.net/ability/intimidate'}, {'name': 'Hustle', 'url': 'https://pokemondb.net/ability/hustle'}, {'name': 'Sheer Force', 'url': 'https://pokemondb.net/ability/sheer-force'}]",,https://pokemondb.net//pokedex/squawkabilly
0924,Tandemaus,0.3 m (1′00″),1.8 kg (4.0 lbs),Normal,"[{'name': 'Run Away', 'url': 'https://pokemondb.net/ability/run-away'}, {'name': 'Pickup', 'url': 'https://pokemondb.net/ability/pickup'}, {'name': 'Own Tempo', 'url': 'https://pokemondb.net/ability/own-tempo'}]","[{'id': '', 'name': 'Tandemaus', 'url': 'https://pokemondb.net/pokedex/tandemaus'}, {'id': '', 'name': 'Maushold', 'url': 'https://pokemondb.net/pokedex/maushold'}, {'id': '', 'name': 'Maushold', 'url': 'https://pokemondb.net/pokedex/maushold'}]",https://pokemondb.net//pokedex/tandemaus
0921,Pawmi,0.3 m (1′00″),2.5 kg (5.5 lbs),Electric,"[{'name': 'Static', 'url': 'https://pokemondb.net/ability/static'}, {'name': 'Natural Cure', 'url': 'https://pokemondb.net/ability/natural-cure'}, {'name': 'Iron Fist', 'url': 'https://pokemondb.net/ability/iron-fist'}]","[{'id': '', 'name': 'Pawmi', 'url': 'https://pokemondb.net/pokedex/pawmi'}, {'id': '', 'name': 'Pawmo', 'url': 'https://pokemondb.net/pokedex/pawmo'}, {'id': '', 'name': 'Pawmot', 'url': 'https://pokemondb.net/pokedex/pawmot'}]",https://pokemondb.net//pokedex/pawmi
0918,Spidops,1.0 m (3′03″),16.5 kg (36.4 lbs),Bug,"[{'name': 'Insomnia', 'url': 'https://pokemondb.net/ability/insomnia'}, {'name': 'Stakeout', 'url': 'https://pokemondb.net/ability/stakeout'}]","[{'id': '', 'name': 'Tarountula', 'url': 'https://pokemondb.net/pokedex/tarountula'}, {'id': '', 'name': 'Spidops', 'url': 'https://pokemondb.net/pokedex/spidops'}]",https://pokemondb.net//pokedex/spidops
0917,Tarountula,0.3 m (1′00″),4.0 kg (8.8 lbs),Bug,"[{'name': 'Insomnia', 'url': 'https://pokemondb.net/ability/insomnia'}, {'name': 'Stakeout', 'url': 'https://pokemondb.net/ability/stakeout'}]","[{'id': '', 'name': 'Tarountula', 'url': 'https://pokemondb.net/pokedex/tarountula'}, {'id': '', 'name': 'Spidops', 'url': 'https://pokemondb.net/pokedex/spidops'}]",https://pokemondb.net//pokedex/tarountula
0923,Pawmot,0.9 m (2′11″),41.0 kg (90.4 lbs),"Electric, Fighting","[{'name': 'Volt Absorb', 'url': 'https://pokemondb.net/ability/volt-absorb'}, {'name': 'Natural Cure', 'url': 'https://pokemondb.net/ability/natural-cure'}, {'name': 'Iron Fist', 'url': 'https://pokemondb.net/ability/iron-fist'}]","[{'id': '', 'name': 'Pawmi', 'url': 'https://pokemondb.net/pokedex/pawmi'}, {'id': '', 'name': 'Pawmo', 'url': 'https://pokemondb.net/pokedex/pawmo'}, {'id': '', 'name': 'Pawmot', 'url': 'https://pokemondb.net/pokedex/pawmot'}]",https://pokemondb.net//pokedex/pawmot
0922,Pawmo,0.4 m (1′04″),6.5 kg (14.3 lbs),"Electric, Fighting","[{'name': 'Volt Absorb', 'url': 'https://pokemondb.net/ability/volt-absorb'}, {'name': 'Natural Cure', 'url': 'https://pokemondb.net/ability/natural-cure'}, {'name': 'Iron Fist', 'url': 'https://pokemondb.net/ability/iron-fist'}]","[{'id': '', 'name': 'Pawmi', 'url': 'https://pokemondb.net/pokedex/pawmi'}, {'id': '', 'name': 'Pawmo', 'url': 'https://pokemondb.net/pokedex/pawmo'}, {'id': '', 'name': 'Pawmot', 'url': 'https://pokemondb.net/pokedex/pawmot'}]",https://pokemondb.net//pokedex/pawmo
0919,Nymble,0.2 m (0′08″),1.0 kg (2.2 lbs),Bug,"[{'name': 'Swarm', 'url': 'https://pokemondb.net/ability/swarm'}, {'name': 'Tinted Lens', 'url': 'https://pokemondb.net/ability/tinted-lens'}]","[{'id': '', 'name': 'Nymble', 'url': 'https://pokemondb.net/pokedex/nymble'}, {'id': '', 'name': 'Lokix', 'url': 'https://pokemondb.net/pokedex/lokix'}]",https://pokemondb.net//pokedex/nymble
0915,Lechonk,0.5 m (1′08″),10.2 kg (22.5 lbs),Normal,"[{'name': 'Aroma Veil', 'url': 'https://pokemondb.net/ability/aroma-veil'}, {'name': 'Gluttony', 'url': 'https://pokemondb.net/ability/gluttony'}, {'name': 'Thick Fat', 'url': 'https://pokemondb.net/ability/thick-fat'}]","[{'id': '', 'name': 'Lechonk', 'url': 'https://pokemondb.net/pokedex/lechonk'}, {'id': '', 'name': 'Oinkologne', 'url': 'https://pokemondb.net/pokedex/oinkologne'}, {'id': '', 'name': 'Oinkologne', 'url': 'https://pokemondb.net/pokedex/oinkologne'}]",https://pokemondb.net//pokedex/lechonk
0914,Quaquaval,1.8 m (5′11″),61.9 kg (136.5 lbs),"Water, Fighting","[{'name': 'Torrent', 'url': 'https://pokemondb.net/ability/torrent'}, {'name': 'Moxie', 'url': 'https://pokemondb.net/ability/moxie'}]","[{'id': '', 'name': 'Quaxly', 'url': 'https://pokemondb.net/pokedex/quaxly'}, {'id': '', 'name': 'Quaxwell', 'url': 'https://pokemondb.net/pokedex/quaxwell'}, {'id': '', 'name': 'Quaquaval', 'url': 'https://pokemondb.net/pokedex/quaquaval'}]",https://pokemondb.net//pokedex/quaquaval
0913,Quaxwell,1.2 m (3′11″),21.5 kg (47.4 lbs),Water,"[{'name': 'Torrent', 'url': 'https://pokemondb.net/ability/torrent'}, {'name': 'Moxie', 'url': 'https://pokemondb.net/ability/moxie'}]","[{'id': '', 'name': 'Quaxly', 'url': 'https://pokemondb.net/pokedex/quaxly'}, {'id': '', 'name': 'Quaxwell', 'url': 'https://pokemondb.net/pokedex/quaxwell'}, {'id': '', 'name': 'Quaquaval', 'url': 'https://pokemondb.net/pokedex/quaquaval'}]",https://pokemondb.net//pokedex/quaxwell
0920,Lokix,1.0 m (3′03″),17.5 kg (38.6 lbs),"Bug, Dark","[{'name': 'Swarm', 'url': 'https://pokemondb.net/ability/swarm'}, {'name': 'Tinted Lens', 'url': 'https://pokemondb.net/ability/tinted-lens'}]","[{'id': '', 'name': 'Nymble', 'url': 'https://pokemondb.net/pokedex/nymble'}, {'id': '', 'name': 'Lokix', 'url': 'https://pokemondb.net/pokedex/lokix'}]",https://pokemondb.net//pokedex/lokix
0916,Oinkologne,1.0 m (3′03″),120.0 kg (264.6 lbs),"Normal, Normal","[{'name': 'Lingering Aroma', 'url': 'https://pokemondb.net/ability/lingering-aroma'}, {'name': 'Gluttony', 'url': 'https://pokemondb.net/ability/gluttony'}, {'name': 'Thick Fat', 'url': 'https://pokemondb.net/ability/thick-fat'}, {'name': 'Aroma Veil', 'url': 'https://pokemondb.net/ability/aroma-veil'}, {'name': 'Gluttony', 'url': 'https://pokemondb.net/ability/gluttony'}, {'name': 'Thick Fat', 'url': 'https://pokemondb.net/ability/thick-fat'}]","[{'id': '', 'name': 'Lechonk', 'url': 'https://pokemondb.net/pokedex/lechonk'}, {'id': '', 'name': 'Oinkologne', 'url': 'https://pokemondb.net/pokedex/oinkologne'}, {'id': '', 'name': 'Oinkologne', 'url': 'https://pokemondb.net/pokedex/oinkologne'}]",https://pokemondb.net//pokedex/oinkologne
0909,Fuecoco,0.4 m (1′04″),9.8 kg (21.6 lbs),Fire,"[{'name': 'Blaze', 'url': 'https://pokemondb.net/ability/blaze'}, {'name': 'Unaware', 'url': 'https://pokemondb.net/ability/unaware'}]","[{'id': '', 'name': 'Fuecoco', 'url': 'https://pokemondb.net/pokedex/fuecoco'}, {'id': '', 'name': 'Crocalor', 'url': 'https://pokemondb.net/pokedex/crocalor'}, {'id': '', 'name': 'Skeledirge', 'url': 'https://pokemondb.net/pokedex/skeledirge'}]",https://pokemondb.net//pokedex/fuecoco
0908,Meowscarada,1.5 m (4′11″),31.2 kg (68.8 lbs),"Grass, Dark","[{'name': 'Overgrow', 'url': 'https://pokemondb.net/ability/overgrow'}, {'name': 'Protean', 'url': 'https://pokemondb.net/ability/protean'}]","[{'id': '', 'name': 'Sprigatito', 'url': 'https://pokemondb.net/pokedex/sprigatito'}, {'id': '', 'name': 'Floragato', 'url': 'https://pokemondb.net/pokedex/floragato'}, {'id': '', 'name': 'Meowscarada', 'url': 'https://pokemondb.net/pokedex/meowscarada'}]",https://pokemondb.net//pokedex/meowscarada
0907,Floragato,0.9 m (2′11″),12.2 kg (26.9 lbs),Grass,"[{'name': 'Overgrow', 'url': 'https://pokemondb.net/ability/overgrow'}, {'name': 'Protean', 'url': 'https://pokemondb.net/ability/protean'}]","[{'id': '', 'name': 'Sprigatito', 'url': 'https://pokemondb.net/pokedex/sprigatito'}, {'id': '', 'name': 'Floragato', 'url': 'https://pokemondb.net/pokedex/floragato'}, {'id': '', 'name': 'Meowscarada', 'url': 'https://pokemondb.net/pokedex/meowscarada'}]",https://pokemondb.net//pokedex/floragato
0906,Sprigatito,0.4 m (1′04″),4.1 kg (9.0 lbs),Grass,"[{'name': 'Overgrow', 'url': 'https://pokemondb.net/ability/overgrow'}, {'name': 'Protean', 'url': 'https://pokemondb.net/ability/protean'}]","[{'id': '', 'name': 'Sprigatito', 'url': 'https://pokemondb.net/pokedex/sprigatito'}, {'id': '', 'name': 'Floragato', 'url': 'https://pokemondb.net/pokedex/floragato'}, {'id': '', 'name': 'Meowscarada', 'url': 'https://pokemondb.net/pokedex/meowscarada'}]",https://pokemondb.net//pokedex/sprigatito
0905,Enamorus,1.6 m (5′03″),48.0 kg (105.8 lbs),"Fairy, Flying, Fairy, Flying, Scarlet Bog","[{'name': 'Cute Charm', 'url': 'https://pokemondb.net/ability/cute-charm'}, {'name': 'Contrary', 'url': 'https://pokemondb.net/ability/contrary'}, {'name': 'Overcoat', 'url': 'https://pokemondb.net/ability/overcoat'}]",,https://pokemondb.net//pokedex/enamorus
0910,Crocalor,1.0 m (3′03″),30.7 kg (67.7 lbs),Fire,"[{'name': 'Blaze', 'url': 'https://pokemondb.net/ability/blaze'}, {'name': 'Unaware', 'url': 'https://pokemondb.net/ability/unaware'}]","[{'id': '', 'name': 'Fuecoco', 'url': 'https://pokemondb.net/pokedex/fuecoco'}, {'id': '', 'name': 'Crocalor', 'url': 'https://pokemondb.net/pokedex/crocalor'}, {'id': '', 'name': 'Skeledirge', 'url': 'https://pokemondb.net/pokedex/skeledirge'}]",https://pokemondb.net//pokedex/crocalor
0911,Skeledirge,1.6 m (5′03″),326.5 kg (719.8 lbs),"Fire, Ghost","[{'name': 'Blaze', 'url': 'https://pokemondb.net/ability/blaze'}, {'name': 'Unaware', 'url': 'https://pokemondb.net/ability/unaware'}]","[{'id': '', 'name': 'Fuecoco', 'url': 'https://pokemondb.net/pokedex/fuecoco'}, {'id': '', 'name': 'Crocalor', 'url': 'https://pokemondb.net/pokedex/crocalor'}, {'id': '', 'name': 'Skeledirge', 'url': 'https://pokemondb.net/pokedex/skeledirge'}]",https://pokemondb.net//pokedex/skeledirge
0912,Quaxly,0.5 m (1′08″),6.1 kg (13.4 lbs),Water,"[{'name': 'Torrent', 'url': 'https://pokemondb.net/ability/torrent'}, {'name': 'Moxie', 'url': 'https://pokemondb.net/ability/moxie'}]","[{'id': '', 'name': 'Quaxly', 'url': 'https://pokemondb.net/pokedex/quaxly'}, {'id': '', 'name': 'Quaxwell', 'url': 'https://pokemondb.net/pokedex/quaxwell'}, {'id': '', 'name': 'Quaquaval', 'url': 'https://pokemondb.net/pokedex/quaquaval'}]",https://pokemondb.net//pokedex/quaxly
0903,Sneasler,1.3 m (4′03″),43.0 kg (94.8 lbs),"Fighting, Poison","[{'name': 'Pressure', 'url': 'https://pokemondb.net/ability/pressure'}, {'name': 'Unburden', 'url': 'https://pokemondb.net/ability/unburden'}, {'name': 'Poison Touch', 'url': 'https://pokemondb.net/ability/poison-touch'}]","[{'id': '', 'name': 'Sneasel', 'url': 'https://pokemondb.net/pokedex/sneasel'}, {'id': '', 'name': 'Weavile', 'url': 'https://pokemondb.net/pokedex/weavile'}, {'id': '', 'name': 'Sneasel', 'url': 'https://pokemondb.net/pokedex/sneasel'}, {'id': '', 'name': 'Sneasler', 'url': 'https://pokemondb.net/pokedex/sneasler'}]",https://pokemondb.net//pokedex/sneasler
0901,Ursaluna,2.4 m (7′10″),290.0 kg (639.3 lbs),"Ground, Normal, Ground, Normal","[{'name': 'Guts', 'url': 'https://pokemondb.net/ability/guts'}, {'name': 'Bulletproof', 'url': 'https://pokemondb.net/ability/bulletproof'}, {'name': 'Unnerve', 'url': 'https://pokemondb.net/ability/unnerve'}, {'name': ""Mind's Eye"", 'url': 'https://pokemondb.net/ability/minds-eye'}]","[{'id': '', 'name': 'Teddiursa', 'url': 'https://pokemondb.net/pokedex/teddiursa'}, {'id': '', 'name': 'Ursaring', 'url': 'https://pokemondb.net/pokedex/ursaring'}, {'id': '', 'name': 'Ursaluna', 'url': 'https://pokemondb.net/pokedex/ursaluna'}]",https://pokemondb.net//pokedex/ursaluna
0904,Overqwil,2.5 m (8′02″),60.5 kg (133.4 lbs),"Dark, Poison","[{'name': 'Poison Point', 'url': 'https://pokemondb.net/ability/poison-point'}, {'name': 'Swift Swim', 'url': 'https://pokemondb.net/ability/swift-swim'}, {'name': 'Intimidate', 'url': 'https://pokemondb.net/ability/intimidate'}]","[{'id': '', 'name': 'Qwilfish', 'url': 'https://pokemondb.net/pokedex/qwilfish'}, {'id': '', 'name': 'Overqwil', 'url': 'https://pokemondb.net/pokedex/overqwil'}]",https://pokemondb.net//pokedex/overqwil
0890,Eternatus,20.0 m (65′07″),950.0 kg (2094.4 lbs),"Poison, Dragon, Poison, Dragon","[{'name': 'Pressure', 'url': 'https://pokemondb.net/ability/pressure'}]",,https://pokemondb.net//pokedex/eternatus
0891,Kubfu,0.6 m (2′00″),12.0 kg (26.5 lbs),Fighting,"[{'name': 'Inner Focus', 'url': 'https://pokemondb.net/ability/inner-focus'}]","[{'id': '', 'name': 'Kubfu', 'url': 'https://pokemondb.net/pokedex/kubfu'}, {'id': '', 'name': 'Urshifu', 'url': 'https://pokemondb.net/pokedex/urshifu'}, {'id': '', 'name': 'Urshifu', 'url': 'https://pokemondb.net/pokedex/urshifu'}]",https://pokemondb.net//pokedex/kubfu
0892,Urshifu,1.9 m (6′03″),105.0 kg (231.5 lbs),"Fighting, Dark, Fighting, Water","[{'name': 'Unseen Fist', 'url': 'https://pokemondb.net/ability/unseen-fist'}, {'name': 'Unseen Fist', 'url': 'https://pokemondb.net/ability/unseen-fist'}]","[{'id': '', 'name': 'Kubfu', 'url': 'https://pokemondb.net/pokedex/kubfu'}, {'id': '', 'name': 'Urshifu', 'url': 'https://pokemondb.net/pokedex/urshifu'}, {'id': '', 'name': 'Urshifu', 'url': 'https://pokemondb.net/pokedex/urshifu'}]",https://pokemondb.net//pokedex/urshifu
0893,Zarude,1.8 m (5′11″),70.0 kg (154.3 lbs),"Dark, Grass","[{'name': 'Leaf Guard', 'url': 'https://pokemondb.net/ability/leaf-guard'}]",,https://pokemondb.net//pokedex/zarude
0902,Basculegion,3.0 m (9′10″),110.0 kg (242.5 lbs),"Water, Ghost, Water, Ghost","[{'name': 'Swift Swim', 'url': 'https://pokemondb.net/ability/swift-swim'}, {'name': 'Adaptability', 'url': 'https://pokemondb.net/ability/adaptability'}, {'name': 'Mold Breaker', 'url': 'https://pokemondb.net/ability/mold-breaker'}, {'name': 'Swift Swim', 'url': 'https://pokemondb.net/ability/swift-swim'}, {'name': 'Adaptability', 'url': 'https://pokemondb.net/ability/adaptability'}, {'name': 'Mold Breaker', 'url': 'https://pokemondb.net/ability/mold-breaker'}]","[{'id': '', 'name': 'Basculin', 'url': 'https://pokemondb.net/pokedex/basculin'}, {'id': '', 'name': 'Basculegion', 'url': 'https://pokemondb.net/pokedex/basculegion'}, {'id': '', 'name': 'Basculegion', 'url': 'https://pokemondb.net/pokedex/basculegion'}]",https://pokemondb.net//pokedex/basculegion
0889,Zamazenta,2.9 m (9′06″),210.0 kg (463.0 lbs),"Fighting, Fighting, Steel","[{'name': 'Dauntless Shield', 'url': 'https://pokemondb.net/ability/dauntless-shield'}, {'name': 'Dauntless Shield', 'url': 'https://pokemondb.net/ability/dauntless-shield'}]",,https://pokemondb.net//pokedex/zamazenta
0888,Zacian,2.8 m (9′02″),110.0 kg (242.5 lbs),"Fairy, Fairy, Steel","[{'name': 'Intrepid Sword', 'url': 'https://pokemondb.net/ability/intrepid-sword'}, {'name': 'Intrepid Sword', 'url': 'https://pokemondb.net/ability/intrepid-sword'}]",,https://pokemondb.net//pokedex/zacian
0887,Dragapult,3.0 m (9′10″),50.0 kg (110.2 lbs),"Dragon, Ghost","[{'name': 'Clear Body', 'url': 'https://pokemondb.net/ability/clear-body'}, {'name': 'Infiltrator', 'url': 'https://pokemondb.net/ability/infiltrator'}, {'name': 'Cursed Body', 'url': 'https://pokemondb.net/ability/cursed-body'}]","[{'id': '', 'name': 'Dreepy', 'url': 'https://pokemondb.net/pokedex/dreepy'}, {'id': '', 'name': 'Drakloak', 'url': 'https://pokemondb.net/pokedex/drakloak'}, {'id': '', 'name': 'Dragapult', 'url': 'https://pokemondb.net/pokedex/dragapult'}]",https://pokemondb.net//pokedex/dragapult
0886,Drakloak,1.4 m (4′07″),11.0 kg (24.3 lbs),"Dragon, Ghost","[{'name': 'Clear Body', 'url': 'https://pokemondb.net/ability/clear-body'}, {'name': 'Infiltrator', 'url': 'https://pokemondb.net/ability/infiltrator'}, {'name': 'Cursed Body', 'url': 'https://pokemondb.net/ability/cursed-body'}]","[{'id': '', 'name': 'Dreepy', 'url': 'https://pokemondb.net/pokedex/dreepy'}, {'id': '', 'name': 'Drakloak', 'url': 'https://pokemondb.net/pokedex/drakloak'}, {'id': '', 'name': 'Dragapult', 'url': 'https://pokemondb.net/pokedex/dragapult'}]",https://pokemondb.net//pokedex/drakloak
0885,Dreepy,0.5 m (1′08″),2.0 kg (4.4 lbs),"Dragon, Ghost","[{'name': 'Clear Body', 'url': 'https://pokemondb.net/ability/clear-body'}, {'name': 'Infiltrator', 'url': 'https://pokemondb.net/ability/infiltrator'}, {'name': 'Cursed Body', 'url': 'https://pokemondb.net/ability/cursed-body'}]","[{'id': '', 'name': 'Dreepy', 'url': 'https://pokemondb.net/pokedex/dreepy'}, {'id': '', 'name': 'Drakloak', 'url': 'https://pokemondb.net/pokedex/drakloak'}, {'id': '', 'name': 'Dragapult', 'url': 'https://pokemondb.net/pokedex/dragapult'}]",https://pokemondb.net//pokedex/dreepy
0884,Duraludon,1.8 m (5′11″),40.0 kg (88.2 lbs),"Steel, Dragon","[{'name': 'Light Metal', 'url': 'https://pokemondb.net/ability/light-metal'}, {'name': 'Heavy Metal', 'url': 'https://pokemondb.net/ability/heavy-metal'}, {'name': 'Stalwart', 'url': 'https://pokemondb.net/ability/stalwart'}]","[{'id': '', 'name': 'Duraludon', 'url': 'https://pokemondb.net/pokedex/duraludon'}, {'id': '', 'name': 'Archaludon', 'url': 'https://pokemondb.net/pokedex/archaludon'}]",https://pokemondb.net//pokedex/duraludon
0883,Arctovish,2.0 m (6′07″),175.0 kg (385.8 lbs),"Water, Ice","[{'name': 'Water Absorb', 'url': 'https://pokemondb.net/ability/water-absorb'}, {'name': 'Ice Body', 'url': 'https://pokemondb.net/ability/ice-body'}, {'name': 'Slush Rush', 'url': 'https://pokemondb.net/ability/slush-rush'}]",,https://pokemondb.net//pokedex/arctovish
0882,Dracovish,2.3 m (7′07″),215.0 kg (474.0 lbs),"Water, Dragon","[{'name': 'Water Absorb', 'url': 'https://pokemondb.net/ability/water-absorb'}, {'name': 'Strong Jaw', 'url': 'https://pokemondb.net/ability/strong-jaw'}, {'name': 'Sand Rush', 'url': 'https://pokemondb.net/ability/sand-rush'}]",,https://pokemondb.net//pokedex/dracovish
0881,Arctozolt,2.3 m (7′07″),150.0 kg (330.7 lbs),"Electric, Ice","[{'name': 'Volt Absorb', 'url': 'https://pokemondb.net/ability/volt-absorb'}, {'name': 'Static', 'url': 'https://pokemondb.net/ability/static'}, {'name': 'Slush Rush', 'url': 'https://pokemondb.net/ability/slush-rush'}]",,https://pokemondb.net//pokedex/arctozolt
0880,Dracozolt,1.8 m (5′11″),190.0 kg (418.9 lbs),"Electric, Dragon","[{'name': 'Volt Absorb', 'url': 'https://pokemondb.net/ability/volt-absorb'}, {'name': 'Hustle', 'url': 'https://pokemondb.net/ability/hustle'}, {'name': 'Sand Rush', 'url': 'https://pokemondb.net/ability/sand-rush'}]",,https://pokemondb.net//pokedex/dracozolt
0879,Copperajah,3.0 m (9′10″),650.0 kg (1433.0 lbs),Steel,"[{'name': 'Sheer Force', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'name': 'Heavy Metal', 'url': 'https://pokemondb.net/ability/heavy-metal'}]","[{'id': '', 'name': 'Cufant', 'url': 'https://pokemondb.net/pokedex/cufant'}, {'id': '', 'name': 'Copperajah', 'url': 'https://pokemondb.net/pokedex/copperajah'}]",https://pokemondb.net//pokedex/copperajah
0878,Cufant,1.2 m (3′11″),100.0 kg (220.5 lbs),Steel,"[{'name': 'Sheer Force', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'name': 'Heavy Metal', 'url': 'https://pokemondb.net/ability/heavy-metal'}]","[{'id': '', 'name': 'Cufant', 'url': 'https://pokemondb.net/pokedex/cufant'}, {'id': '', 'name': 'Copperajah', 'url': 'https://pokemondb.net/pokedex/copperajah'}]",https://pokemondb.net//pokedex/cufant
0877,Morpeko,0.3 m (1′00″),3.0 kg (6.6 lbs),"Electric, Dark, Electric, Dark","[{'name': 'Hunger Switch', 'url': 'https://pokemondb.net/ability/hunger-switch'}, {'name': 'Hunger Switch', 'url': 'https://pokemondb.net/ability/hunger-switch'}]",,https://pokemondb.net//pokedex/morpeko
0875,Eiscue,1.4 m (4′07″),89.0 kg (196.2 lbs),"Ice, Ice, Route 10, Lake of Outrage, Frigid Sea","[{'name': 'Ice Face', 'url': 'https://pokemondb.net/ability/ice-face'}, {'name': 'Ice Face', 'url': 'https://pokemondb.net/ability/ice-face'}]",,https://pokemondb.net//pokedex/eiscue
0874,Stonjourner,2.5 m (8′02″),520.0 kg (1146.4 lbs),Rock,"[{'name': 'Power Spot', 'url': 'https://pokemondb.net/ability/power-spot'}]",,https://pokemondb.net//pokedex/stonjourner
